index,createdAt,closedAt,cursor,
0,2016-10-26T05:37:07Z,2016-10-28T10:11:07Z,Y3Vyc29yOnYyOpHODj86Vg==
1,2016-10-26T05:37:13Z,2016-10-26T08:30:22Z,Y3Vyc29yOnYyOpHODj86Vg==
2,2016-10-26T05:37:18Z,2016-10-26T08:30:07Z,Y3Vyc29yOnYyOpHODj86Vg==
3,2016-10-26T05:37:22Z,2016-10-26T08:28:04Z,Y3Vyc29yOnYyOpHODj86Vg==
4,2016-10-26T05:37:26Z,2016-11-15T08:39:33Z,Y3Vyc29yOnYyOpHODj86Vg==
5,2016-10-26T05:37:31Z,2016-11-03T07:27:17Z,Y3Vyc29yOnYyOpHODj86Vg==
6,2016-10-26T05:37:36Z,2016-11-16T07:23:49Z,Y3Vyc29yOnYyOpHODj86Vg==
7,2016-10-26T05:37:40Z,2016-11-03T03:12:17Z,Y3Vyc29yOnYyOpHODj86Vg==
8,2016-10-26T05:37:47Z,2016-11-16T07:23:39Z,Y3Vyc29yOnYyOpHODj86Vg==
9,2016-10-26T05:37:51Z,2016-11-02T02:58:40Z,Y3Vyc29yOnYyOpHODj86Vg==
10,2016-10-26T05:37:55Z,2016-11-10T06:11:30Z,Y3Vyc29yOnYyOpHODj86Vg==
11,2016-10-26T05:38:02Z,2016-11-10T06:25:01Z,Y3Vyc29yOnYyOpHODj86Vg==
12,2016-10-26T05:38:07Z,2016-11-01T03:56:00Z,Y3Vyc29yOnYyOpHODj86Vg==
13,2016-10-26T05:38:11Z,2016-11-08T06:09:50Z,Y3Vyc29yOnYyOpHODj86Vg==
14,2016-10-26T05:38:16Z,2016-11-01T03:56:01Z,Y3Vyc29yOnYyOpHODj86Vg==
15,2016-10-26T05:38:20Z,2016-11-01T03:56:01Z,Y3Vyc29yOnYyOpHODj86Vg==
16,2016-10-26T05:38:23Z,2016-11-01T03:56:01Z,Y3Vyc29yOnYyOpHODj86Vg==
17,2016-10-26T05:38:30Z,2016-11-03T07:25:35Z,Y3Vyc29yOnYyOpHODj86Vg==
18,2016-10-26T05:38:34Z,2016-11-24T14:04:58Z,Y3Vyc29yOnYyOpHODj86Vg==
19,2016-10-26T05:38:38Z,2016-11-03T07:23:38Z,Y3Vyc29yOnYyOpHODj86Vg==
20,2016-10-26T05:38:42Z,2016-11-01T03:58:14Z,Y3Vyc29yOnYyOpHODj86Vg==
21,2016-10-26T05:38:49Z,2016-11-10T08:05:35Z,Y3Vyc29yOnYyOpHODj86Vg==
22,2016-10-26T05:38:53Z,2016-11-22T12:35:03Z,Y3Vyc29yOnYyOpHODj86Vg==
